IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus
28309371,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0031W,7600,DIXIE,HWY,,,,,,,,38.14291255,-85.8399874,11.64,44349,0151,3,1,1,1,RAINING,WET,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44376.37492,FALSE,2217,Accepted
28212979,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,,,HILLSIDE,DR,,,,KY2051,ROCKFORD,,KLAGES,38.17552429,-85.82583845,0.008,44349,1401,2,1,0,1,RAINING,WET,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44350.838,FALSE,7124,Accepted
28200980,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,MARKET,ST,W,,,,32ND,,30TH,38.26059998,-85.80393128,0.96,44347,1700,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,,,44348.40047,FALSE,7463,Accepted
28173265,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1747,3215,FERN VALLEY,RD,,,,,,,,38.15704546,-85.70497155,1.495,44340,1809,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44341.36204,FALSE,5336,Accepted
28168070,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,FLOYD,ST,S,,,,JACOB,,COLLEGE,38.24351078,-85.75002665,0.847,44339,2136,2,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44340.39921,FALSE,5204,Accepted
28167984,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,HANCOCK,ST,S,US0150,BROADWAY,,,,,38.2450422,-85.74360737,0.693,44337,0708,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,44340.39537,FALSE,5135,Accepted
28153840,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,MUHAMMAD ALI,BLVD,W,,24TH,,,,,38.25500126,-85.7914945,2.133,44335,1713,2,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44336.3651,FALSE,7805,Accepted
28144979,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,STRAWBERRY,LN,,,EILER,,,,,38.16529151,-85.75480214,0.731,44334,0325,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44334.41703,FALSE,7362,Accepted
28153853,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,1833,RIVER,RD,,,,,,,,38.26769353,-85.71687151,1.754,44329,2232,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44336.36563,FALSE,5243,Accepted
28128338,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,KY1931,,7TH ST,RD,,,,,OLEANDA,,ARCADE,38.20935347,-85.78717033,9.609,44329,1333,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44329.83856,FALSE,7105,Accepted
28130402,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1447,,WESTPORT,RD,,,KENNERSLEY,,,,,38.28290525,-85.5848589,4.458,44329,1023,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44330.37909,FALSE,7313,Accepted
28130454,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,7211,RIVER,RD,,,,,,,,38.3381739,-85.62657179,5.951,44328,2244,1,0,0,1,CLEAR,DRY,TRUE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44330.38095,FALSE,5056,Accepted
28121375,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,KENT,RD,,,,,,,,38.22180871,-85.65955919,0.031,44327,1629,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44328.34197,FALSE,5354,Accepted
28225429,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1932,,BRECKENRIDGE,LN,,,BERKSHIRE,,,,,38.2224753,-85.63269116,3.065,44327,0040,2,1,0,1,OTHER,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,44354.41174,FALSE,5153,Accepted
28084052,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0060A,1540,BERRY,BLVD,,,,,,,,38.19659194,-85.79084908,1.038,44318,0112,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44319.40179,FALSE,5205,Accepted
28083967,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,GILMORE,LN,,,,,HELCK,,CRAFTY,38.17625792,-85.7103383,0.176,44316,1719,2,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44319.39525,FALSE,7451,Accepted
28065665,0566700,MIDDLETOWN POLICE DEPARTMENT,Accepted,JEFFERSON,,,MAIN,ST,,,,,MADISON,,LOCUST,38.24556912,-85.53900372,0.434,44313,1650,2,1,0,0,CLOUDY,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44314.31058,FALSE,2011,Accepted
28150646,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,TYLER,LN,,,ELEANOR,,,,,38.21647734,-85.67972939,0.67,44312,2140,2,1,0,3,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44335.61978,FALSE,2034,Accepted
28139931,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY0061,,PRESTON,HWY,,,KFEC GATE6 DR,,,,,38.19943,-85.73276547,8.899,44302,2140,2,1,0,0,CLEAR,DRY,TRUE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44333.3579,FALSE,7972,Accepted
28000300,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,1748,HILL,ST,W,,MCCLOSKEY,,,,,38.22818981,-85.78731254,1.666,44296,1550,2,1,0,1,CLOUDY,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44298.37069,FALSE,7184,Accepted
28000360,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,3RD,ST,S,,WELLINGTON,,,,,38.18391242,-85.7658052,1.155,44296,2152,2,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44298.37144,FALSE,5337,Accepted
28000264,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,26TH,ST,N,,MAIN,,,,,38.26074503,-85.79357494,0.001,44295,2205,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44298.36954,FALSE,7386,Accepted
27977037,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,BROADWAY,,W,,12TH ST CONN,,,,,38.24757921,-85.77161511,1.651,44291,1232,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44292.43704,FALSE,7937,Accepted
27971894,0566700,MIDDLETOWN POLICE DEPARTMENT,Accepted,JEFFERSON,,259,WOODED FALLS,RD,,,,,,,,38.23363558,-85.51816083,,44290,1902,3,2,0,0,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & GRADE,DAYLIGHT,,,44291.30646,FALSE,2015,Accepted
27972291,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,NIGHTINGALE,RD,,,EAGLE,,,,,38.20566629,-85.71916465,0.136,44288,1532,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44291.37214,FALSE,7448,Accepted
27954744,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,GRADE,LN,,,GRADE LN CONN,,,,,38.16307652,-85.72173068,1.291,44287,0531,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44287.38057,FALSE,5269,Accepted
27941438,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0060A,,LEXINGTON,RD,,,GRINSTEAD,,,,,38.24556211,-85.70152369,8.012,44281,1118,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44284.36491,FALSE,2100,Accepted
27914349,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,4TH,ST,S,US0060A,WINKLER,,,,,38.21016624,-85.76470224,3.235,44276,1126,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44277.3547,FALSE,5343,Accepted
27928224,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,,BROADWAY,,W,,13TH,,,,,38.24778767,-85.77329043,1.563,44276,1230,2,1,0,1,CLEAR,DRY,TRUE,OTHER INTERSECTION COLLISIONS,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44280.34508,FALSE,5172,Accepted
27886281,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,PRESTON,ST,N,US0031E,MAIN,,,,,38.25545507,-85.74588937,0.002,44268,1520,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44270.388,FALSE,7058,Accepted
28014536,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,PHILLIPS,LN,,,FREEDOM,,,,,38.19381285,-85.73917184,0.769,44267,2214,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44301.37102,FALSE,5300,Accepted
27858682,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,BLUEGRASS,AVE,,,,,,,,38.17945919,-85.78642288,0.68,44262,1518,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44263.46297,FALSE,8281,Accepted
27838165,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,PAYNE,ST,,,CLIFTON,,,,,38.25244552,-85.70610891,1.481,44257,1050,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,,,44258.3444,FALSE,5330,Accepted
27631056,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,351,25TH,ST,N,,,,,,,38.26532824,-85.79028762,0.429,44198,1742,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44200.41235,FALSE,7220,Accepted
27631008,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,7450,JEFFERSON,BLVD,,,,,,,,38.14167553,-85.67705611,,44197,1621,2,1,0,0,CLOUDY,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44200.41007,FALSE,2547,Accepted
27630984,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,6TH,ST,S,US0150,BROADWAY,,,,,38.24632388,-85.7617172,0.742,44196,2212,2,1,0,1,CLEAR,DRY,TRUE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44200.40841,FALSE,7325,Accepted
27608363,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,,2ND,ST,S,US0150,BROADWAY,,,,,38.24587757,-85.75507427,12.095,44193,0551,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44193.45077,FALSE,7111,Accepted
27595291,0560400,SHIVELY POLICE DEPARTMENT,Accepted,JEFFERSON,US0031W,4400B,DIXIE,HWY,,,,,,,,38.18134757,-85.81565756,14.478,44187,1639,2,1,0,0,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44187.83485,FALSE,7128,Accepted
27562930,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,GREENWOOD,AVE,,,34TH,,,,,38.24319642,-85.80953094,1.216,44177,1320,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44179.37147,FALSE,5338,Accepted
27562870,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,4603,BLENHEIM,RD,,,,,,,,38.25519349,-85.62717876,0.895,44176,1141,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44179.36876,FALSE,7746,Accepted
27554355,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,4TH,ST,N,KY3077,RIVER,,,,,38.25861973,-85.75614153,0.138,44175,1244,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,44176.33951,FALSE,7229,Accepted
27554336,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,HALE,AVE,,,DIXIE,,,,,38.23803624,-85.78656553,0.435,44174,1800,2,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,44176.33857,FALSE,7841,Accepted
27537296,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY2048,,CANNONS,LN,,,WILLIS,,,,,38.24629284,-85.66431021,2.09,44170,1145,2,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44172.4431,FALSE,7632,Accepted
27520062,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,US0150,1033,BROADWAY,,W,,,,,,,38.24732649,-85.76923763,1.781,44167,0648,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,44167.36127,FALSE,7386,Accepted
27461747,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,INDIAN,TRL,E,,LEAMINGTON SPA,,,,,38.16865499,-85.70127915,0.288,44148,2132,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,44151.43163,FALSE,5189,Accepted
27475123,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1020,,NATIONAL,TPKE,,,TOLLS,,,,,38.13576578,-85.75241181,4.29,44146,0124,2,1,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44154.3398,FALSE,7772,Accepted
27438264,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1931,2000,7TH ST,RD,,,,,,,,38.21988097,-85.7775906,10.489,44144,0845,2,1,0,1,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,44145.34604,FALSE,7772,Accepted
27438283,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1931,,ST ANDREWS CHURCH,RD,,,,,,,,38.14521493,-85.83289524,3.548,44144,2221,2,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,44145.34692,FALSE,5212,Accepted
27446872,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1932,,BRECKENRIDGE,LN,,,,US0060,SHELBYVILLE,,WILLIS,38.25221728,-85.65485513,5.469,44141,1648,2,2,0,1,CLEAR,DRY,FALSE,COLLISION WITH BICYCLIST NON INTERSECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,44147.38956,FALSE,2673,Accepted
